"plenPropId";"plenPropDesc";"propRelacSigla";"propRelacNumero";"propRelacAno";"propRelacId";"propRelacApelido";"propRelacEmenta";"propRelacOrgaoOrigem"
"11947";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11950";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11951";"DVS - DEM - EXPR. ""VEDADA A EXCLUSÃO DE ÁREA"", CPT DO ART. 15 DO PLV";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11952";"EMENDA AGLUTINATIVA Nº 4";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11953";"EMENDA AGLUTINATIVA Nº 8";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11954";"DVS - PP - ART. 58 DO PLV";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11957";"REQUERIMENTO DE VOTAÇÃO ARTIGO POR ARTIGO";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11969";"EMENDA AGLUTINATIVA Nº 12";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11970";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11972";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11973";"REQUERIMENTO DE QUEBRA DE INTERSTÍCIO";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11975";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11976";"EMENDA AGLUTINATIVA Nº 30";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11981";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11985";"DVS - PMDB - INCISO I DO ART. 75 DO PLV";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11989";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"11990";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"595";"2012";"562615";"MPV 595/2012";"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.

NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.";"180"
"12018";"DVS - PSDB - DA 3ª LINHA: ""DE 6.000,01 A 9000,00 7,5% 450,00""";"MPV ";"597";"2012";"564453";"MPV 597/2012";"Dá nova redação ao § 5º do art. 3º da Lei nº 10.101, de 19 de dezembro de 2000, e dá outras providências.

NOVA EMENTA: Altera dispositivos das Leis n°s 10.101, de 19 de dezembro de 2000, que dispõe sobre a participação dos trabalhadores nos lucros ou resultados da empresa, e 9.250, de 26 de dezembro de 1995, que altera a legislação do imposto de renda das pessoas físicas. ";"180"
"12019";"DVS - PSDB - DA 4ª LINHA: ""DE 9.000,01 A 12000,00 15% 1.125,00""";"MPV ";"597";"2012";"564453";"MPV 597/2012";"Dá nova redação ao § 5º do art. 3º da Lei nº 10.101, de 19 de dezembro de 2000, e dá outras providências.

NOVA EMENTA: Altera dispositivos das Leis n°s 10.101, de 19 de dezembro de 2000, que dispõe sobre a participação dos trabalhadores nos lucros ou resultados da empresa, e 9.250, de 26 de dezembro de 1995, que altera a legislação do imposto de renda das pessoas físicas. ";"180"
"12025";"DVS - PDT - § 1º DO ART. 63 DA LEI 12.462/11, CONST. DO ART. 5º DO PLV";"MPV ";"600";"2012";"564520";"MPV 600/2012";"Altera a Lei nº 12.409, de 25 de maio de 2011; a Medida Provisória nº 581, de 20 de setembro de 2012, que dispõe sobre o Fundo de Desenvolvimento do Centro-Oeste - FDCO; constitui fonte adicional de recursos para ampliação de limites operacionais da Caixa Econômica Federal; altera as Leis nº 12.462, de 4 de agosto de 2011, e nº 8.399, de 7 de janeiro de 1992; altera a Medida Provisória nº 12.096, de 24 de novembro de 2009; altera a Lei nº 12.663, de 5 de junho de 2012; e dá outras providências.

NOVA EMENTA: Altera as Leis nºs 12.409, de 25 de maio de 2011, 12.793, de 2 de abril de 2013, que dispõe sobre o Fundo de Desenvolvimento do Centro-Oeste - FDCO, constitui fonte adicional de recursos para ampliação de limites operacionais da Caixa Econômica Federal, 12.462, de 4 de agosto de 2011, 5.862, de 12 de dezembro de 1972, 8.399, de 7 de janeiro de 1992, 12.096, de 24 de novembro de 2009, 12.663, de 5 de junho de 2012, 11.314, de 3 de julho de 2006, 12.487, de 15 de setembro de 2011, e 11.941, de 27 de maio de 2009; altera os prazos constantes da Lei nº 12.249, de 11 de junho de 2010; e altera a Medida Provisória nº 2.170-36, de 23 de agosto de 2001, e o Decreto-Lei nº 3.365, de 21 de junho de 1941; e dá outras providências.";"180"
"12091";"REQ. DE VOTAÇÃO NOMINAL P/ O REQ. DE PREFERÊNCIA P/ MP Nº 605/2013";"MPV ";"601";"2012";"564521";"MPV 601/2012";"Altera as Leis nº 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra, e para desonerar a folha de pagamentos dos setores da construção civil e varejista; nº 11.774, de 17 de setembro de 2008, que reduz as alíquotas das contribuições de que tratam os incisos I e III do caput do art. 22 da Lei nº 8.212, de 24 de julho de 1991; nº 10.931, de 2 de agosto de 2004, que dispõe sobre o patrimônio de afetação de incorporações imobiliárias; nº 12.431, de 24 de junho de 2011; e nº 9.718, de 27 de novembro de 1998, para permitir às pessoas jurídicas da rede de arrecadação de receitas federais deduzir o valor da remuneração dos serviços de arrecadação da base de cálculo da Contribuição para o Financiamento da Seguridade Social - Cofins; e dá outras providências.

NOVA EMENTA:Altera as Leis nºs 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra e para alterar o regime de desoneração da folha de pagamentos, 11.774, de 17 de setembro de 2008, 10.931, de 2 de agosto de 2004,  12.431, de 24 de junho de 2011,  9.718, de 27 de novembro de 1998, 9.514, de 20 de novembro de 1997, 10.925, de 23 de julho de 2004, 10.485, de 3 de julho de 2002,  12.249, de 11 de junho de 2010; 9.430, de 27 de dezembro de 1996, 9.393, de 19 de dezembro de 1996, 10.522, de 19 de julho de 2002, 8.218, de 29 de agosto de 1991, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 10.637, de 30 de dezembro de 2002, 11.727, de 23 de junho de 2008, 12.350, de 20 de dezembro de 2010, e 10.996, de 15 de dezembro de 2004; regula a compra, venda e transporte de ouro; altera a sistemática de aproveitamento do saldo de créditos presumidos da Contribuição para o PIS/Pasep e da Cofins oriundos da cadeia de comercialização do café; cria crédito presumido do Imposto sobre Produtos Industrializados na aquisição de desperdícios, resíduos e aparas de plástico; dispõe sobre a comprovação de regularidade fiscal pelo contribuinte; altera a incidência da Contribuição para o PIS/Pasep e da Cofins na cadeia de produção e comercialização da soja e de seus subprodutos; concede incentivo tributário para a construção de cisternas; e dá outras providências. ";"180"
"12098";"DVS - DEM - EMENDA Nº 45";"MPV ";"601";"2012";"564521";"MPV 601/2012";"Altera as Leis nº 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra, e para desonerar a folha de pagamentos dos setores da construção civil e varejista; nº 11.774, de 17 de setembro de 2008, que reduz as alíquotas das contribuições de que tratam os incisos I e III do caput do art. 22 da Lei nº 8.212, de 24 de julho de 1991; nº 10.931, de 2 de agosto de 2004, que dispõe sobre o patrimônio de afetação de incorporações imobiliárias; nº 12.431, de 24 de junho de 2011; e nº 9.718, de 27 de novembro de 1998, para permitir às pessoas jurídicas da rede de arrecadação de receitas federais deduzir o valor da remuneração dos serviços de arrecadação da base de cálculo da Contribuição para o Financiamento da Seguridade Social - Cofins; e dá outras providências.

NOVA EMENTA:Altera as Leis nºs 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra e para alterar o regime de desoneração da folha de pagamentos, 11.774, de 17 de setembro de 2008, 10.931, de 2 de agosto de 2004,  12.431, de 24 de junho de 2011,  9.718, de 27 de novembro de 1998, 9.514, de 20 de novembro de 1997, 10.925, de 23 de julho de 2004, 10.485, de 3 de julho de 2002,  12.249, de 11 de junho de 2010; 9.430, de 27 de dezembro de 1996, 9.393, de 19 de dezembro de 1996, 10.522, de 19 de julho de 2002, 8.218, de 29 de agosto de 1991, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 10.637, de 30 de dezembro de 2002, 11.727, de 23 de junho de 2008, 12.350, de 20 de dezembro de 2010, e 10.996, de 15 de dezembro de 2004; regula a compra, venda e transporte de ouro; altera a sistemática de aproveitamento do saldo de créditos presumidos da Contribuição para o PIS/Pasep e da Cofins oriundos da cadeia de comercialização do café; cria crédito presumido do Imposto sobre Produtos Industrializados na aquisição de desperdícios, resíduos e aparas de plástico; dispõe sobre a comprovação de regularidade fiscal pelo contribuinte; altera a incidência da Contribuição para o PIS/Pasep e da Cofins na cadeia de produção e comercialização da soja e de seus subprodutos; concede incentivo tributário para a construção de cisternas; e dá outras providências. ";"180"
"11020";"PARECER DA C.M. P/ ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS";"MPV ";"602";"2012";"564522";"MPV 602/2012";"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - Censipam e do Fundo Nacional de Desenvolvimento da Educação - FNDE, e dá outras providências.

NOVA EMENTA: Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - CENSIPAM e do Fundo Nacional de Desenvolvimento da Educação - FNDE; altera as  Leis nºs 12.337, de 12 de novembro de 2010, e 10.480, de 2 de julho de 2002; revoga dispositivo da Lei nº 12.469, de 26 de agosto de 2011; e dá outras providências.";"180"
"11854";"PARECER DA C.M. P/ NÃO ATEND. DOS PRESSUPOSTOS CONSTITUCIONAIS";"MPV ";"602";"2012";"564522";"MPV 602/2012";"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - Censipam e do Fundo Nacional de Desenvolvimento da Educação - FNDE, e dá outras providências.

NOVA EMENTA: Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - CENSIPAM e do Fundo Nacional de Desenvolvimento da Educação - FNDE; altera as  Leis nºs 12.337, de 12 de novembro de 2010, e 10.480, de 2 de julho de 2002; revoga dispositivo da Lei nº 12.469, de 26 de agosto de 2011; e dá outras providências.";"180"
"9354";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9375";"DVS - DEM - CAPÍTULO I DO PLV";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9381";"PROJETO DE LEI DE CONVERSÃO";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9383";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9387";"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9388";"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9390";"DVS - PSDB - § 3º DO ART. 8º DO PLV";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9391";"DVS - PSDB - ART. 9º DO PLV";"MPV ";"527";"2011";"495378";"MPV 527/2011";"Altera a Lei nº 10.683, de 28 de maio de 2003, que dispõe sobre a organização da Presidência da República e dos Ministérios, cria a Secretaria de Aviação Civil, altera a legislação da Agência Nacional de Aviação Civil - ANAC e da Empresa Brasileira de Infraestrutura Aeroportuária - INFRAERO, cria cargos de Ministro de Estado e cargos em comissão, dispõe sobre a contratação de controladores de tráfego aéreo temporários, cria cargos de Controlador de Tráfego Aéreo.
";"180"
"9460";"DVS - PSDB - EMENDA Nº 3";"MPV ";"528";"2011";"496290";"MPV 528/2011";"Altera os valores constantes da tabela do Imposto sobre a Renda da Pessoa Física.";"180"
"9465";"DVS - DEM - EMENDA Nº 34";"MPV ";"528";"2011";"496290";"MPV 528/2011";"Altera os valores constantes da tabela do Imposto sobre a Renda da Pessoa Física.";"180"
"9496";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"530";"2011";"499323";"MPV 530/2011";"Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.";"180"
"9510";"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV";"MPV ";"530";"2011";"499323";"MPV 530/2011";"Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.";"180"
"9520";"REQUERIMENTO DE RETIRADA DE PAUTA";"MPV ";"530";"2011";"499323";"MPV 530/2011";"Institui, no âmbito do Ministério da Educação, o plano especial de recuperação da rede física escolar pública, com a finalidade de prestar assistência financeira para recuperação das redes físicas das escolas públicas estaduais, do Distrito Federal e municipais afetadas por desastres.";"180"
